X,Y,month,day,FFMC,DMC,DC,ISI,N temp,N RH,N wind,N rain,N area,temp,RH,wind,rain,area
2,2,jul,fri,88.3,150.3,309.9,6.8,0.430868167,0.929411765,0.4,0,0.033937149,13.4,79,3.6,0,37.02
7,4,sep,wed,90.1,82.9,735.7,6.2,0.495176849,0.670588235,0.5,0,0.034569689,15.4,57,4.5,0,37.71
4,4,sep,sun,93.5,149.3,728.6,8.1,0.736334405,0.458823529,0.544444444,0,0.044506985,22.9,39,4.9,0,48.55
7,5,oct,mon,91.7,48.5,696.1,11.1,0.517684887,0.517647059,0.444444444,0,0.0452587,16.1,44,4,0,49.37
8,6,aug,sat,92.2,81.8,480.8,11.9,0.646302251,0.4,0.5,0,0.053445052,20.1,34,4.5,0,58.3
4,6,sep,sun,93.5,149.3,728.6,8.1,0.909967846,0.305882353,0.344444444,0,0.058762055,28.3,26,3.1,0,64.1
8,6,aug,sat,92.2,81.8,480.8,11.9,0.52733119,0.505882353,0.444444444,0,0.065362473,16.4,43,4,0,71.3
4,4,sep,wed,92.9,133.3,699.6,9.2,0.848874598,0.247058824,0.5,0,0.081120971,26.4,21,4.5,0,88.49
1,5,sep,sun,93.5,149.3,728.6,8.1,0.893890675,0.317647059,0.344444444,0,0.087253859,27.8,27,3.1,0,95.18
6,4,sep,tue,91,129.5,692.6,7,0.601286174,0.505882353,0.3,0,0.094780169,18.7,43,2.7,0,103.39
9,4,sep,tue,84.4,73.4,671.9,3.2,0.781350482,0.423529412,0.344444444,0,0.096861135,24.3,36,3.1,0,105.66
4,5,sep,sat,92.5,121.1,674.4,8.6,0.569131833,0.294117647,0.344444444,0,0.141982326,17.7,25,3.1,0,154.88
8,6,aug,sun,91.4,142.4,601.4,10.6,0.63022508,0.482352941,0.644444444,0,0.180118074,19.6,41,5.8,0,196.48
2,2,sep,sat,92.5,121.1,674.4,8.6,0.585209003,0.541176471,0.2,0,0.184206666,18.2,46,1.8,0,200.94
1,2,sep,tue,91,129.5,692.6,7,0.604501608,0.470588235,0.244444444,0,0.19515236,18.8,40,2.2,0,212.88
6,5,sep,sat,92.5,121.1,674.4,8.6,0.807073955,0.317647059,0.444444444,0,1,25.1,27,4,0,1090.84
7,5,apr,sun,81.9,3,7.9,3.5,0.430868167,0.882352941,0.2,0,0,13.4,75,1.8,0,0
6,3,apr,wed,88,17.2,43.5,3.8,0.488745981,0.6,0.3,0,0,15.2,51,2.7,0,0
4,4,apr,fri,83,23.3,85.3,2.3,0.536977492,0.235294118,0.344444444,0,0,16.7,20,3.1,0,0
2,4,aug,sun,94.2,122.3,589.9,12.9,0.495176849,0.776470588,0.444444444,0,0.009286421,15.4,66,4,0,10.13
7,4,aug,sun,91.8,175.1,700.7,13.8,0.704180064,0.858823529,0.844444444,0.15625,0,21.9,73,7.6,1,0
2,4,aug,sun,91.8,175.1,700.7,13.8,0.720257235,0.635294118,0.844444444,0,0.002631,22.4,54,7.6,0,2.87
3,4,aug,sun,91.8,175.1,700.7,13.8,0.861736334,0.447058824,0.7,0,0.000696711,26.8,38,6.3,0,0.76
5,4,aug,sun,91.8,175.1,700.7,13.8,0.826366559,0.458823529,0.6,0,8.25052E-05,25.7,39,5.4,0,0.09
2,4,aug,wed,92.2,91.6,503.6,9.6,0.665594855,0.823529412,0.244444444,0,0.000687544,20.7,70,2.2,0,0.75
8,6,aug,wed,93.1,157.3,666.7,13.5,0.922829582,0.329411765,0.3,0,0,28.7,28,2.7,0,0
3,4,aug,wed,93.1,157.3,666.7,13.5,0.697749196,0.470588235,0.044444444,0,0.00226431,21.7,40,0.4,0,2.47
8,5,aug,wed,93.1,157.3,666.7,13.5,0.861736334,0.294117647,0.344444444,0,0.000623373,26.8,25,3.1,0,0.68
8,5,aug,wed,93.1,157.3,666.7,13.5,0.77170418,0.423529412,0.344444444,0,0.000220014,24,36,3.1,0,0.24
6,5,aug,wed,93.1,157.3,666.7,13.5,0.710610932,0.435294118,0.4,0,0.000192512,22.1,37,3.6,0,0.21
7,4,aug,thu,91.9,109.2,565.5,8,0.688102894,0.447058824,0.3,0,0.001393422,21.4,38,2.7,0,1.52
6,3,aug,thu,91.6,138.1,621.7,6.3,0.607717042,0.482352941,0.344444444,0,0.009478934,18.9,41,3.1,0,10.34
2,5,aug,thu,87.5,77,694.8,5,0.717041801,0.541176471,0.444444444,0,0,22.3,46,4,0,0
8,6,aug,sat,94.2,117.2,581.1,11,0.768488746,0.482352941,0.244444444,0,0.007352132,23.9,41,2.2,0,8.02
4,3,aug,sat,94.2,117.2,581.1,11,0.688102894,0.517647059,0.3,0,0.000623373,21.4,44,2.7,0,0.68
3,4,aug,sat,91.8,170.9,692.3,13.7,0.662379421,0.694117647,0.1,0,0,20.6,59,0.9,0,0
7,4,aug,sat,91.8,170.9,692.3,13.7,0.762057878,0.470588235,0.2,0,0.00126508,23.7,40,1.8,0,1.38
2,4,aug,mon,93.6,97.9,542,14.4,0.909967846,0.376470588,0.444444444,0,0.008113014,28.3,32,4,0,8.85
3,4,aug,fri,91.6,112.4,573,8.9,0.360128617,0.988235294,0.844444444,0,0.003025192,11.2,84,7.6,0,3.3
2,4,aug,fri,91.6,112.4,573,8.9,0.688102894,0.494117647,0.344444444,0,0.00389608,21.4,42,3.1,0,4.25
6,3,aug,fri,91.1,141.1,629.1,7.1,0.620578778,0.458823529,0.4,0,0.001430091,19.3,39,3.6,0,1.56
4,4,aug,fri,94.3,167.6,684.4,13,0.70096463,0.623529412,0.344444444,0,0.00599538,21.8,53,3.1,0,6.54
4,4,aug,tue,93.7,102.2,550.3,14.6,0.710610932,0.635294118,0.844444444,0,0.000724213,22.1,54,7.6,0,0.79
6,5,aug,tue,94.3,131.7,607.1,22.7,0.623794212,0.647058824,0.444444444,0,0.000155843,19.4,55,4,0,0.17
2,2,aug,tue,92.1,152.6,658.2,14.3,0.762057878,0.282352941,0.344444444,0,0,23.7,24,3.1,0,0
3,4,aug,tue,92.1,152.6,658.2,14.3,0.675241158,0.376470588,0.344444444,0,0,21,32,3.1,0,0
4,4,aug,tue,92.1,152.6,658.2,14.3,0.61414791,0.623529412,0.3,0,0.004033589,19.1,53,2.7,0,4.4
2,2,aug,tue,92.1,152.6,658.2,14.3,0.70096463,0.658823529,0.344444444,0,0.000476697,21.8,56,3.1,0,0.52
8,6,aug,tue,92.1,152.6,658.2,14.3,0.646302251,0.682352941,0.5,0,0.008498038,20.1,58,4.5,0,9.27
2,5,aug,tue,92.1,152.6,658.2,14.3,0.649517685,0.552941176,0.444444444,0,0.002832679,20.2,47,4,0,3.09
4,6,dec,sun,84.4,27.2,353.5,6.8,0.154340836,0.670588235,0.944444444,0,0.008232188,4.8,57,8.5,0,8.98
8,6,dec,wed,84,27.8,354.6,5.3,0.163987138,0.717647059,0.888888889,0,0.01025815,5.1,61,8,0,11.19
4,6,dec,thu,84.6,26.4,352,2,0.163987138,0.717647059,0.544444444,0,0.004931979,5.1,61,4.9,0,5.38
4,4,dec,mon,85.4,25.4,349.7,2.6,0.147909968,0.247058824,0.944444444,0,0.016363536,4.6,21,8.5,0,17.85
3,4,dec,mon,85.4,25.4,349.7,2.6,0.147909968,0.247058824,0.944444444,0,0.009836456,4.6,21,8.5,0,10.73
4,4,dec,mon,85.4,25.4,349.7,2.6,0.147909968,0.247058824,0.944444444,0,0.020195446,4.6,21,8.5,0,22.03
4,4,dec,mon,85.4,25.4,349.7,2.6,0.147909968,0.247058824,0.944444444,0,0.008956401,4.6,21,8.5,0,9.77
4,6,dec,fri,84.7,26.7,352.6,4.1,0.07073955,0.694117647,0.544444444,0,0.008498038,2.2,59,4.9,0,9.27
6,5,dec,tue,85.4,25.4,349.7,2.6,0.163987138,0.282352941,0.944444444,0,0.022707271,5.1,24,8.5,0,24.77
6,3,feb,sun,84.9,27.5,353.5,3.4,0.135048232,0.6,0.444444444,0,0,4.2,51,4,0,0
3,4,feb,wed,86.9,6.6,18.7,3.2,0.282958199,0.411764706,0.344444444,0,0.001008397,8.8,35,3.1,0,1.1
5,4,feb,fri,85.2,4.9,15.8,6.3,0.241157556,0.541176471,0.888888889,0,0.022221407,7.5,46,8,0,24.24
2,5,jul,sun,93.9,169.7,411.8,12.3,0.752411576,0.470588235,0.7,0,0,23.4,40,6.3,0,0
7,6,jul,wed,91.2,183.1,437.7,12.5,0.405144695,1.058823529,0.844444444,0.03125,0,12.6,90,7.6,0.2,0
7,4,jul,sat,91.6,104.2,474.9,9,0.710610932,0.576470588,0.3,0,0,22.1,49,2.7,0,0
7,4,jul,sat,91.6,104.2,474.9,9,0.778135048,0.376470588,0.2,0,0,24.2,32,1.8,0,0
7,4,jul,sat,91.6,104.2,474.9,9,0.781350482,0.352941176,0.2,0,0,24.3,30,1.8,0,0
2,5,jul,sat,91.6,104.2,474.9,9,0.601286174,0.623529412,0.2,0,0,18.7,53,1.8,0,0
9,4,jul,sat,91.6,104.2,474.9,9,0.813504823,0.458823529,0.1,0,0.007333798,25.3,39,0.9,0,8
4,5,jul,fri,91.6,100.2,466.3,6.3,0.736334405,0.470588235,0.144444444,0,0.002420153,22.9,40,1.3,0,2.64
7,6,jul,tue,93.1,180.4,430.8,11,0.864951768,0.329411765,0.6,0,0.079250853,26.9,28,5.4,0,86.45
8,6,jul,tue,92.3,88.8,440.9,8.5,0.549839228,0.788235294,0.4,0,0.006022881,17.1,67,3.6,0,6.57
7,5,jun,sun,93.1,180.4,430.8,11,0.713826367,0.564705882,0.144444444,0,0,22.2,48,1.3,0,0
6,4,jun,sun,90.4,89.5,290.8,6.4,0.459807074,0.541176471,0.2,0,0.000825052,14.3,46,1.8,0,0.9
8,6,jun,sun,90.4,89.5,290.8,6.4,0.495176849,0.529411765,0.244444444,0,0,15.4,45,2.2,0,0
8,6,jun,wed,91.2,147.8,377.2,12.7,0.63022508,0.505882353,0.544444444,0,0,19.6,43,4.9,0,0
6,5,jun,sat,53.4,71,233.8,0.4,0.340836013,1.058823529,0.3,0,0,10.6,90,2.7,0,0
6,5,jun,mon,90.4,93.3,298.1,7.5,0.665594855,0.294117647,0.544444444,0,0,20.7,25,4.9,0,0
6,5,jun,mon,90.4,93.3,298.1,7.5,0.61414791,0.458823529,0.6,0,0.003226871,19.1,39,5.4,0,3.52
3,6,jun,fri,91.1,94.1,232.1,7.1,0.617363344,0.447058824,0.5,0,0,19.2,38,4.5,0,0
3,6,jun,fri,91.1,94.1,232.1,7.1,0.617363344,0.447058824,0.5,0,0,19.2,38,4.5,0,0
6,5,may,sat,85.1,28,113.8,3.5,0.363344051,1.105882353,0.544444444,0,0,11.3,94,4.9,0,0
1,4,sep,sun,89.6,84.1,714.3,5.7,0.610932476,0.611764706,0.244444444,0,0,19,52,2.2,0,0
7,4,sep,sun,89.6,84.1,714.3,5.7,0.549839228,0.623529412,0.6,0,0.000375857,17.1,53,5.4,0,0.41
3,4,sep,sun,89.6,84.1,714.3,5.7,0.765273312,0.411764706,0.4,0,0.004748634,23.8,35,3.6,0,5.18
2,4,sep,sun,92.4,105.8,758.1,9.9,0.514469453,0.529411765,0.2,0,0,16,45,1.8,0,0
2,4,sep,sun,92.4,105.8,758.1,9.9,0.800643087,0.317647059,0.244444444,0,0,24.9,27,2.2,0,0
7,4,sep,sun,92.4,105.8,758.1,9.9,0.813504823,0.317647059,0.3,0,0,25.3,27,2.7,0,0
6,3,sep,sun,92.4,105.8,758.1,9.9,0.797427653,0.329411765,0.2,0,0.013099996,24.8,28,1.8,0,14.29
2,4,sep,sun,50.4,46.2,706.6,0.4,0.392282958,0.917647059,0.7,0,0,12.2,78,6.3,0,0
6,5,sep,wed,92.6,115.4,777.1,8.8,0.781350482,0.317647059,0.544444444,0,0,24.3,27,4.9,0,0
4,4,sep,wed,92.6,115.4,777.1,8.8,0.633440514,0.482352941,0.2,0,0.001448425,19.7,41,1.8,0,1.58
3,4,sep,wed,91.2,134.7,817.5,7.2,0.594855305,0.352941176,0.3,0,0,18.5,30,2.7,0,0
4,5,sep,thu,92.4,96.2,739.4,8.6,0.59807074,0.282352941,0.644444444,0,0,18.6,24,5.8,0,0
4,4,sep,thu,92.4,96.2,739.4,8.6,0.617363344,0.282352941,0.544444444,0,0.003465219,19.2,24,4.9,0,3.78
6,5,sep,thu,92.8,119,783.5,7.5,0.694533762,0.317647059,0.244444444,0,0,21.6,27,2.2,0,0
5,4,sep,thu,92.8,119,783.5,7.5,0.694533762,0.329411765,0.7,0,0.004042756,21.6,28,6.3,0,4.41
6,3,sep,thu,92.8,119,783.5,7.5,0.607717042,0.4,0.8,0,0.031498662,18.9,34,7.2,0,34.36
1,4,sep,thu,92.8,119,783.5,7.5,0.540192926,0.329411765,0.444444444,0,0.006609585,16.8,28,4,0,7.21
6,5,sep,thu,92.8,119,783.5,7.5,0.540192926,0.329411765,0.444444444,0,0.000925892,16.8,28,4,0,1.01
3,5,sep,thu,90.7,136.9,822.8,6.8,0.414790997,0.458823529,0.3,0,0.00199846,12.9,39,2.7,0,2.18
6,5,sep,thu,88.1,53.3,726.9,5.4,0.440514469,0.658823529,0.2,0,0.004051923,13.7,56,1.8,0,4.42
1,4,sep,sat,92.2,102.3,751.5,8.4,0.778135048,0.317647059,0.344444444,0,0,24.2,27,3.1,0,0
5,4,sep,sat,92.2,102.3,751.5,8.4,0.774919614,0.317647059,0.344444444,0,0,24.1,27,3.1,0,0
6,5,sep,sat,92.2,102.3,751.5,8.4,0.681672026,0.376470588,0.244444444,0,0,21.2,32,2.2,0,0
6,5,sep,sat,92.2,102.3,751.5,8.4,0.633440514,0.411764706,0.2,0,0,19.7,35,1.8,0,0
4,3,sep,sat,92.2,102.3,751.5,8.4,0.75562701,0.317647059,0.444444444,0,0.003052693,23.5,27,4,0,3.33
3,3,sep,sat,92.2,102.3,751.5,8.4,0.778135048,0.317647059,0.344444444,0,0.006032049,24.2,27,3.1,0,6.58
7,4,sep,sat,91.2,124.4,795.3,8.5,0.691318328,0.329411765,0.5,0,0.014337575,21.5,28,4.5,0,15.64
4,4,sep,sat,91.2,124.4,795.3,8.5,0.549839228,0.482352941,0.244444444,0,0.010285651,17.1,41,2.2,0,11.22
1,4,sep,mon,92.1,87.7,721.1,9.5,0.581993569,0.635294118,0.344444444,0,0.001952624,18.1,54,3.1,0,2.13
2,3,sep,mon,91.6,108.4,764,6.2,0.578778135,0.6,0.6,0,0,18,51,5.4,0,0
4,3,sep,mon,91.6,108.4,764,6.2,0.31511254,1.011764706,0.2,0,0,9.8,86,1.8,0,0
7,4,sep,mon,91.6,108.4,764,6.2,0.620578778,0.517647059,0.244444444,0,0,19.3,44,2.2,0,0
6,3,sep,mon,91.6,108.4,764,6.2,0.739549839,0.4,0.244444444,0,0.051373254,23,34,2.2,0,56.04
8,6,sep,mon,91.6,108.4,764,6.2,0.729903537,0.411764706,0.244444444,0,0.006857101,22.7,35,2.2,0,7.48
2,4,sep,mon,91.6,108.4,764,6.2,0.655948553,0.482352941,0.2,0,0.001347585,20.4,41,1.8,0,1.47
2,5,sep,mon,91.6,108.4,764,6.2,0.620578778,0.517647059,0.244444444,0,0.003602728,19.3,44,2.2,0,3.93
8,6,sep,mon,91.9,111.7,770.3,6.5,0.504823151,0.6,0.244444444,0,0,15.7,51,2.2,0,0
6,3,sep,mon,91.5,130.1,807.1,7.5,0.662379421,0.435294118,0.2,0,0,20.6,37,1.8,0,0
8,6,sep,mon,91.5,130.1,807.1,7.5,0.511254019,0.6,0.5,0,0.00199846,15.9,51,4.5,0,2.18
6,3,sep,mon,91.5,130.1,807.1,7.5,0.392282958,0.776470588,0.544444444,0,0.005592021,12.2,66,4.9,0,6.1
2,2,sep,mon,91.5,130.1,807.1,7.5,0.540192926,0.505882353,0.344444444,0,0.005344505,16.8,43,3.1,0,5.83
1,4,sep,mon,91.5,130.1,807.1,7.5,0.68488746,0.411764706,0.244444444,0,0.02584247,21.3,35,2.2,0,28.19
5,4,sep,fri,92.1,99,745.3,9.6,0.324758842,0.882352941,0.4,0,0,10.1,75,3.6,0,0
3,4,sep,fri,92.1,99,745.3,9.6,0.559485531,0.670588235,0.5,0,0,17.4,57,4.5,0,0
5,4,sep,fri,92.1,99,745.3,9.6,0.411575563,0.752941176,0.4,0,0.001503429,12.8,64,3.6,0,1.64
5,4,sep,fri,92.1,99,745.3,9.6,0.324758842,0.882352941,0.4,0,0.003401049,10.1,75,3.6,0,3.71
4,4,sep,fri,92.1,99,745.3,9.6,0.495176849,0.623529412,0.7,0,0.006701258,15.4,53,6.3,0,7.31
7,4,sep,fri,92.1,99,745.3,9.6,0.662379421,0.505882353,0.4,0,0.001860951,20.6,43,3.6,0,2.03
7,4,sep,fri,92.1,99,745.3,9.6,0.636655949,0.552941176,0.3,0,0.001576767,19.8,47,2.7,0,1.72
7,4,sep,fri,92.1,99,745.3,9.6,0.601286174,0.588235294,0.244444444,0,0.005472847,18.7,50,2.2,0,5.97
4,4,sep,fri,92.1,99,745.3,9.6,0.668810289,0.411764706,0.544444444,0,0.011972425,20.8,35,4.9,0,13.06
4,4,sep,fri,92.1,99,745.3,9.6,0.668810289,0.411764706,0.544444444,0,0.001155073,20.8,35,4.9,0,1.26
6,3,sep,fri,92.5,122,789.7,10.2,0.511254019,0.647058824,0.4,0,0,15.9,55,3.6,0,0
6,3,sep,fri,92.5,122,789.7,10.2,0.633440514,0.458823529,0.3,0,0,19.7,39,2.7,0,0
1,4,sep,fri,92.5,122,789.7,10.2,0.678456592,0.458823529,0.244444444,0,0.007443805,21.1,39,2.2,0,8.12
6,5,sep,fri,92.5,122,789.7,10.2,0.591639871,0.494117647,0.244444444,0,0.00099923,18.4,42,2.2,0,1.09
4,3,sep,fri,92.5,122,789.7,10.2,0.556270096,0.529411765,0.444444444,0,0.003611895,17.3,45,4,0,3.94
7,4,sep,fri,88.2,55.2,732.3,11.6,0.488745981,0.752941176,0.344444444,0,0.000476697,15.2,64,3.1,0,0.52
4,3,sep,tue,91.9,111.7,770.3,6.5,0.511254019,0.623529412,0.244444444,0,0.002686003,15.9,53,2.2,0,2.93
6,5,sep,tue,91.9,111.7,770.3,6.5,0.678456592,0.411764706,0.3,0,0.005179495,21.1,35,2.7,0,5.65
6,5,sep,tue,91.9,111.7,770.3,6.5,0.63022508,0.529411765,0.344444444,0,0.018361996,19.6,45,3.1,0,20.03
4,5,sep,tue,91.1,132.3,812.1,12.5,0.511254019,0.447058824,0.6,0,0.001604268,15.9,38,5.4,0,1.75
4,5,sep,tue,91.1,132.3,812.1,12.5,0.52733119,0.317647059,0.4,0,0,16.4,27,3.6,0,0
6,5,sep,sat,91.2,94.3,744.4,8.4,0.540192926,0.552941176,0.544444444,0,0.011587401,16.8,47,4.9,0,12.64
4,5,sep,sun,91,276.3,825.1,7.1,0.443729904,0.905882353,0.844444444,0,0,13.8,77,7.6,0,0
7,4,sep,sun,91,276.3,825.1,7.1,0.443729904,0.905882353,0.844444444,0,0.010138975,13.8,77,7.6,0,11.06
3,4,jul,wed,91.9,133.6,520.5,8,0.45659164,0.682352941,0.444444444,0,0,14.2,58,4,0,0
4,5,aug,sun,92,203.2,664.5,8.1,0.334405145,0.882352941,0.1,0,0,10.4,75,0.9,0,0
5,4,aug,thu,94.8,222.4,698.6,13.9,0.652733119,0.494117647,0.3,0,0,20.3,42,2.7,0,0
6,5,sep,fri,90.3,290,855.3,7.4,0.331189711,0.917647059,0.444444444,0,0.016776062,10.3,78,4,0,18.3
6,5,sep,sat,91.2,94.3,744.4,8.4,0.495176849,0.670588235,0.544444444,0,0.036073118,15.4,57,4.9,0,39.35
8,6,aug,mon,92.1,207,672.6,8.2,0.678456592,0.635294118,0.244444444,0,0,21.1,54,2.2,0,0
2,2,aug,sat,93.7,231.1,715.1,8.4,0.704180064,0.494117647,0.244444444,0,0.160087639,21.9,42,2.2,0,174.63
6,5,mar,thu,90.9,18.9,30.6,8,0.279742765,0.6,0.644444444,0,0,8.7,51,5.8,0,0
4,5,jan,sun,18.7,1.1,171.4,0,0.167202572,1.176470588,0.1,0,0,5.2,100,0.9,0,0
5,4,jul,wed,93.7,101.3,458.8,11.9,0.620578778,0.458823529,0.8,0,0.007086282,19.3,39,7.2,0,7.73
8,6,aug,thu,90.7,194.1,643,6.8,0.520900322,0.741176471,0.3,0,0.014970115,16.2,63,2.7,0,16.33
8,6,aug,wed,95.2,217.7,690,18,0.906752412,0.341176471,0.2,0,0.005372007,28.2,29,1.8,0,5.86
9,6,aug,thu,91.6,248.4,753.8,6.3,0.659163987,0.682352941,0.3,0,0.039299989,20.5,58,2.7,0,42.87
8,4,aug,sat,91.6,273.8,819.1,7.7,0.68488746,0.517647059,0.5,0,0.011165707,21.3,44,4.5,0,12.18
2,4,aug,sun,91.6,181.3,613,7.6,0.672025723,0.588235294,0.244444444,0,0.014667596,20.9,50,2.2,0,16
3,4,sep,sun,90.5,96.7,750.5,11.4,0.662379421,0.647058824,0.6,0,0.022542261,20.6,55,5.4,0,24.59
5,5,mar,thu,90.9,18.9,30.6,8,0.372990354,0.564705882,0.6,0,0,11.6,48,5.4,0,0
6,4,aug,fri,94.8,227,706.7,12,0.749196141,0.4,0.344444444,0,0.026346669,23.3,34,3.1,0,28.74
7,4,aug,fri,94.8,227,706.7,12,0.749196141,0.4,0.344444444,0,0,23.3,34,3.1,0,0
7,4,feb,mon,84.7,9.5,58.3,4.1,0.241157556,0.835294118,0.7,0,0.009130578,7.5,71,6.3,0,9.96
8,6,sep,fri,91.1,91.3,738.1,7.2,0.665594855,0.541176471,0.3,0,0.027666752,20.7,46,2.7,0,30.18
1,3,sep,sun,91,276.3,825.1,7.1,0.704180064,0.505882353,0.444444444,0,0.064867442,21.9,43,4,0,70.76
2,4,mar,tue,93.4,15,25.6,11.4,0.488745981,0.223529412,0.844444444,0,0,15.2,19,7.6,0,0
6,5,feb,mon,84.1,4.6,46.7,2.2,0.170418006,0.8,0.2,0,0,5.3,68,1.8,0,0
4,5,feb,sun,85,9,56.9,3.5,0.324758842,0.729411765,0.2,0,0.047468006,10.1,62,1.8,0,51.78
4,3,sep,sun,90.5,96.7,750.5,11.4,0.655948553,0.647058824,0.544444444,0,0.003336878,20.4,55,4.9,0,3.64
5,6,aug,sun,91.6,181.3,613,7.6,0.781350482,0.388235294,0.4,0,0.003327711,24.3,33,3.6,0,3.63
1,2,aug,sat,93.7,231.1,715.1,8.4,0.832797428,0.376470588,0.344444444,0,0,25.9,32,3.1,0,0
9,5,jun,wed,93.3,49.5,297.7,14,0.900321543,0.4,0.5,0,0,28,34,4.5,0,0
9,5,jun,wed,93.3,49.5,297.7,14,0.900321543,0.4,0.5,0,0.007480474,28,34,4.5,0,8.16
3,4,sep,thu,91.1,88.2,731.7,8.3,0.733118971,0.541176471,0.444444444,0,0.004537787,22.8,46,4,0,4.95
9,9,aug,fri,94.8,227,706.7,12,0.803858521,0.423529412,0.444444444,0,0,25,36,4,0,0
8,6,aug,thu,90.7,194.1,643,6.8,0.68488746,0.482352941,0.4,0,0,21.3,41,3.6,0,0
2,4,sep,wed,87.9,84.8,725.1,3.7,0.70096463,0.4,0.244444444,0,0.005537017,21.8,34,2.2,0,6.04
2,2,aug,tue,94.6,212.1,680.9,9.5,0.897106109,0.317647059,0.244444444,0,0,27.9,27,2.2,0,0
6,5,sep,sat,87.1,291.3,860.6,4,0.546623794,0.788235294,0.544444444,0,0.003621063,17,67,4.9,0,3.95
4,5,feb,sat,84.7,8.2,55,2.9,0.45659164,0.541176471,0.444444444,0,0,14.2,46,4,0,0
4,3,sep,fri,90.3,290,855.3,7.4,0.639871383,0.517647059,0.344444444,0,0.007150453,19.9,44,3.1,0,7.8
1,4,jul,tue,92.3,96.2,450.2,12.1,0.752411576,0.364705882,0.6,0,0,23.4,31,5.4,0,0
6,3,feb,fri,84.1,7.3,52.8,2.7,0.47266881,0.494117647,0.3,0,0,14.7,42,2.7,0,0
7,4,feb,fri,84.6,3.2,43.6,3.3,0.263665595,0.623529412,1.044444444,0,0.004235268,8.2,53,9.4,0,4.62
9,4,jul,mon,92.3,92.1,442.1,9.8,0.733118971,0.317647059,0.5,0,0.001494261,22.8,27,4.5,0,1.63
7,5,aug,sat,93.7,231.1,715.1,8.4,0.848874598,0.388235294,0.4,0,0,26.4,33,3.6,0,0
5,4,aug,sun,93.6,235.1,723.1,10.1,0.774919614,0.588235294,0.444444444,0,0,24.1,50,4,0,0
8,6,aug,thu,94.8,222.4,698.6,13.9,0.884244373,0.317647059,0.544444444,0,0.684133328,27.5,27,4.9,0,746.28
6,3,jul,tue,92.7,164.1,575.8,8.9,0.845659164,0.458823529,0.344444444,0,0.006435408,26.3,39,3.1,0,7.02
6,5,mar,wed,93.4,17.3,28.3,9.9,0.443729904,0.282352941,0.644444444,0,0,13.8,24,5.8,0,0
2,4,aug,sun,92,203.2,664.5,8.1,0.800643087,0.494117647,0.6,0,0.002236808,24.9,42,5.4,0,2.44
2,5,aug,sun,91.6,181.3,613,7.6,0.797427653,0.423529412,0.444444444,0,0.00279601,24.8,36,4,0,3.05
8,8,aug,wed,91.7,191.4,635.9,7.8,0.84244373,0.423529412,0.5,0,0.170290785,26.2,36,4.5,0,185.76
2,4,aug,wed,95.2,217.7,690,18,0.990353698,0.223529412,0.5,0,0,30.8,19,4.5,0,0
8,6,jul,sun,88.9,263.1,795.9,5.2,0.942122186,0.317647059,0.4,0,0.005775366,29.3,27,3.6,0,6.3
1,3,sep,sat,91.2,94.3,744.4,8.4,0.717041801,0.564705882,0.444444444,0,0.000660042,22.3,48,4,0,0.72
8,6,aug,sat,93.7,231.1,715.1,8.4,0.864951768,0.364705882,0.4,0,0.004546955,26.9,31,3.6,0,4.96
2,2,aug,thu,91.6,248.4,753.8,6.3,0.655948553,0.658823529,0.244444444,0,0,20.4,56,2.2,0,0
8,6,aug,thu,91.6,248.4,753.8,6.3,0.655948553,0.658823529,0.244444444,0,0,20.4,56,2.2,0,0
2,4,aug,mon,92.1,207,672.6,8.2,0.897106109,0.388235294,0.244444444,0,0.002154303,27.9,33,2.2,0,2.35
1,3,aug,thu,94.8,222.4,698.6,13.9,0.84244373,0.4,0.644444444,0,0,26.2,34,5.8,0,0
3,4,aug,sun,91.6,181.3,613,7.6,0.790996785,0.517647059,0.444444444,0,0.002933519,24.6,44,4,0,3.2
7,4,sep,thu,89.7,287.2,849.3,6.8,0.623794212,0.529411765,0.4,0,0,19.4,45,3.6,0,0
1,3,aug,sat,92.1,178,605.3,9.6,0.749196141,0.470588235,0.444444444,0,0.005830369,23.3,40,4,0,6.36
8,6,aug,thu,94.8,222.4,698.6,13.9,0.768488746,0.447058824,0.744444444,0,0,23.9,38,6.7,0,0
2,4,aug,sun,93.6,235.1,723.1,10.1,0.672025723,0.776470588,0.544444444,0,0.014062557,20.9,66,4.9,0,15.34
1,4,aug,fri,90.6,269.8,811.2,5.5,0.713826367,0.529411765,0.4,0,0,22.2,45,3.6,0,0
2,5,jul,sat,90.8,84.7,376.6,5.6,0.765273312,0.6,0.2,0,0,23.8,51,1.8,0,0
8,6,aug,mon,92.1,207,672.6,8.2,0.861736334,0.411764706,0.144444444,0,0.000495031,26.8,35,1.3,0,0.54
8,6,aug,sat,89.4,253.6,768.4,9.7,0.45659164,0.858823529,0.3,0,0,14.2,73,2.7,0,0
2,5,aug,sat,93.7,231.1,715.1,8.4,0.758842444,0.623529412,0.444444444,0,0.00589454,23.6,53,4,0,6.43
1,3,sep,fri,91.1,91.3,738.1,7.2,0.61414791,0.541176471,0.244444444,0,0.000302519,19.1,46,2.2,0,0.33
5,4,sep,fri,90.3,290,855.3,7.4,0.520900322,0.682352941,0.4,0,0,16.2,58,3.6,0,0
8,6,aug,mon,92.1,207,672.6,8.2,0.819935691,0.341176471,0.2,0,0.001127571,25.5,29,1.8,0,1.23
